 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1380,476,621,23.414,60.884,0,2.079,1.340,2.282,4.315,8.877,3.4e38
1381,476,622,23.036,60.884,0,1.163,1.488,2.815,5.978,13.892,3.4e38
1382,476,623,24.490,60.939,0,2.843,1.455,2.676,5.505,12.376,3.4e38
1383,476,624,24.431,60.987,0,2.395,1.450,2.665,5.485,12.370,3.4e38
1384,476,625,23.927,59.642,0,0.298,1.695,3.835,10.111,29.730,36.000
1385,476,626,24.481,61.391,0,2.199,1.349,2.280,4.222,8.389,3.4e38
1386,476,627,24.391,61.060,0,2.314,1.473,2.745,5.728,13.073,3.4e38
1387,476,628,23.651,61.445,0,0.529,1.593,3.259,7.628,19.850,19.983
1388,476,629,24.187,61.176,0,2.497,1.404,2.513,5.034,11.032,3.4e38
1389,476,630,24.237,61.095,0,2.474,1.451,2.647,5.380,11.912,3.4e38
1390,476,631,27.707,61.371,0,2.083,1.787,3.963,9.863,26.738,3.4e38
1391,476,632,27.456,65.378,0,1.125,1.941,4.649,12.497,36.514,3.4e38
1392,476,633,27.987,64.079,0,1.085,2.008,4.994,13.861,41.461,3.4e38
1393,476,634,27.155,63.719,0,0.870,2.001,4.836,12.933,37.165,3.4e38
1394,476,635,27.264,64.159,0,1.667,1.840,4.259,11.108,31.555,3.4e38
1395,476,636,27.740,64.148,0,2.089,1.914,4.489,11.738,33.167,3.4e38
1396,476,637,26.483,63.984,0,1.916,1.999,4.844,12.972,37.235,3.4e38
1397,476,639,26.909,64.560,0,2.174,1.791,3.972,9.861,26.591,3.4e38
1398,477,606,42.557,21.897,0,0.253,1.328,2.341,4.771,11.023,10.451
1399,477,608,27.511,31.895,0,0.294,1.460,2.824,6.355,16.097,10.586
1400,478,606,91.676,71.154,0,0.285,1.921,4.680,12.887,38.561,3.680
1401,478,607,91.776,78.354,0,0.239,1.640,3.727,9.938,29.495,23.601
1402,479,607,76.411,7.445,0,0.328,1.772,4.007,10.317,29.162,31.703
1403,479,608,79.664,3.215,0,0.373,1.622,3.275,7.397,18.207,5.812
1404,480,607,39.296,54.904,0,0.317,1.849,4.264,11.013,30.775,30.250
1405,480,608,33.605,49.431,0,0.199,1.177,1.831,3.170,6.035,3.398
1406,481,642,29.081,64.960,0,2.856,1.720,3.687,8.870,23.248,3.4e38
1407,481,643,29.107,68.584,0,1.862,1.351,2.323,4.435,9.195,3.4e38
1408,481,644,29.760,69.329,0,2.261,1.504,2.870,6.191,14.768,3.4e38
1409,481,645,29.710,69.420,0,0.732,1.606,3.352,8.044,21.446,11.281
1410,481,646,29.446,69.715,0,1.456,1.493,2.812,5.934,13.702,3.4e38
1411,481,647,29.881,69.719,0,2.559,1.457,2.678,5.495,12.294,3.4e38
1412,481,648,29.631,69.816,0,1.463,1.454,2.661,5.437,12.141,3.4e38
1413,481,649,29.620,69.528,0,0.973,1.310,2.173,3.978,7.892,3.4e38
1414,481,650,29.812,69.736,0,2.542,1.444,2.619,5.286,11.607,3.4e38
1415,481,651,29.696,69.818,0,2.208,1.456,2.690,5.584,12.739,3.4e38
1416,481,652,29.448,69.439,0,0.648,1.532,2.989,6.612,16.193,5.773
1417,481,653,29.478,69.857,0,2.437,1.440,2.594,5.172,11.169,3.4e38
1418,481,654,29.763,69.868,0,1.600,1.428,2.565,5.126,11.148,3.4e38
1419,481,655,29.292,69.550,0,1.626,1.420,2.545,5.067,10.966,3.4e38
1420,481,656,29.300,69.811,0,1.286,1.426,2.611,5.395,12.285,3.4e38
1421,481,657,29.550,69.159,0,2.915,1.433,2.588,5.197,11.351,3.4e38
1422,481,658,29.037,69.094,0,0.544,1.489,2.893,6.429,15.877,14.465
1423,481,659,20.250,68.979,0,0.299,1.792,4.372,12.432,38.940,8.868
1424,481,661,30.020,68.578,0,1.438,1.505,2.861,6.088,14.130,3.4e38
1425,481,662,30.163,67.882,0,1.486,1.594,3.206,7.290,18.275,3.4e38
1426,481,664,29.805,68.592,0,0.687,1.498,2.886,6.345,15.522,3.4e38
1427,481,665,30.355,68.396,0,2.425,1.511,2.845,5.942,13.445,3.4e38
1428,481,666,30.418,68.447,0,2.357,1.438,2.585,5.134,11.018,3.4e38
1429,481,667,30.905,68.455,0,0.360,1.945,4.909,14.034,43.519,26.347
1430,481,668,30.451,68.846,0,2.375,1.452,2.660,5.439,12.128,3.4e38
1431,481,669,30.403,68.713,0,2.193,1.398,2.466,4.827,10.258,3.4e38
1432,481,670,30.463,68.438,0,1.567,1.512,2.869,6.080,14.051,3.4e38
1433,481,671,30.207,68.546,0,0.887,1.472,2.738,5.712,13.077,3.4e38
1434,481,672,30.137,68.557,0,2.617,1.504,2.832,5.934,13.507,3.4e38
1435,481,673,30.003,68.342,0,2.686,1.551,3.027,6.606,15.688,3.4e38
1436,481,674,28.836,68.101,0,0.745,1.394,2.467,4.877,10.539,3.4e38
1437,481,675,30.151,70.579,0,2.313,1.457,2.664,5.405,11.903,3.4e38
1438,481,676,30.252,71.143,0,2.522,1.435,2.595,5.220,11.426,3.4e38
1439,481,677,29.892,63.942,0,1.202,1.448,2.700,5.719,13.429,3.4e38
1440,481,678,28.279,65.347,0,1.381,1.354,2.339,4.526,9.648,5.930
1441,482,681,30.436,70.800,0,3.641,1.541,2.977,6.426,15.101,3.4e38
1442,482,682,30.474,70.204,0,3.139,1.841,4.359,11.772,34.820,3.4e38
1443,482,683,30.414,71.157,0,3.020,1.453,2.675,5.522,12.500,3.4e38
1444,482,684,30.428,71.410,0,1.751,1.336,2.287,4.379,9.224,3.4e38
1445,482,685,30.360,71.262,0,2.472,1.406,2.462,4.751,9.897,3.4e38
1446,482,686,30.384,71.205,0,1.932,1.336,2.248,4.168,8.347,3.4e38
1447,482,688,29.705,71.445,0,1.201,1.374,2.395,4.645,9.828,3.4e38
1448,482,689,30.223,71.237,0,2.074,1.436,2.576,5.109,10.962,3.4e38
1449,482,690,30.279,71.572,0,2.426,1.349,2.300,4.333,8.845,3.4e38
1450,482,691,30.192,71.358,0,0.771,1.556,3.151,7.345,19.149,3.4e38
1451,482,692,28.853,70.344,0,2.056,1.398,2.454,4.768,10.052,3.4e38
1452,482,693,29.555,69.184,0,0.403,1.565,3.191,7.493,19.642,14.992
1453,482,694,31.993,68.692,0,0.627,1.516,2.869,6.055,13.916,3.4e38
1454,482,695,31.768,68.823,0,2.616,1.512,2.874,6.107,14.158,3.4e38
1455,482,696,28.599,64.980,0,0.734,1.834,4.200,10.773,29.942,3.4e38
1456,482,697,34.544,68.048,0,2.354,1.476,2.746,5.696,12.870,3.4e38
1457,482,698,31.382,64.857,0,0.790,1.715,3.725,9.180,24.848,3.4e38
1458,482,699,31.555,63.031,0,2.296,1.562,3.113,7.086,17.968,3.4e38
1459,482,700,33.842,66.946,0,1.344,1.925,4.561,12.030,34.204,3.4e38
1460,482,701,33.335,66.638,0,2.134,1.615,3.289,7.549,19.017,3.4e38
1461,482,702,36.298,67.385,0,2.531,1.416,2.517,4.954,10.570,3.4e38
1462,482,704,37.423,64.547,0,2.284,1.356,2.310,4.327,8.731,6.395
1463,482,705,36.214,66.268,0,1.925,1.406,2.499,4.939,10.635,3.4e38
1464,483,707,36.835,18.763,0,1.607,1.501,2.907,6.408,15.634,3.4e38
1465,483,708,36.924,18.403,0,2.013,1.509,2.854,6.016,13.788,3.4e38
1466,483,709,36.579,18.495,0,2.248,1.430,2.567,5.115,11.067,10.031
1467,483,710,36.931,18.659,0,2.209,1.452,2.646,5.359,11.789,3.4e38
1468,483,711,36.825,18.557,0,1.317,1.507,2.862,6.097,14.236,3.4e38
1469,483,712,36.899,18.552,0,1.845,1.570,3.109,6.955,17.162,8.835
1470,483,713,36.886,18.616,0,2.080,1.411,2.511,4.961,10.653,3.4e38
1471,483,714,36.809,18.735,0,2.322,1.461,2.677,5.445,12.010,3.4e38
1472,483,715,36.702,18.528,0,2.212,1.430,2.576,5.148,11.171,3.4e38
1473,483,716,36.866,18.589,0,2.499,1.507,2.833,5.917,13.412,3.4e38
1474,483,718,36.955,18.741,0,2.543,1.513,2.910,6.314,15.068,3.4e38
1475,483,719,36.856,18.537,0,2.193,1.460,2.690,5.529,12.394,3.4e38
1476,483,720,36.972,18.652,0,2.652,1.539,2.986,6.497,15.430,3.4e38
1477,483,721,36.955,18.677,0,2.437,1.460,2.733,5.758,13.311,3.4e38
1478,483,722,37.068,18.703,0,2.162,1.478,2.740,5.651,12.671,3.4e38
1479,483,723,36.831,18.723,0,1.941,1.441,2.644,5.445,12.303,3.579
1480,483,724,36.979,18.538,0,2.141,1.499,2.831,5.975,13.739,3.4e38
1481,483,725,36.987,18.582,0,2.185,1.466,2.740,5.751,13.215,3.4e38
1482,483,726,37.009,18.498,0,0.958,1.339,2.301,4.441,9.437,3.4e38
1483,483,727,36.762,18.648,0,2.469,1.463,2.673,5.405,11.838,3.4e38
1484,483,728,36.950,18.543,0,2.364,1.469,2.720,5.618,12.648,3.4e38
1485,483,729,37.048,18.850,0,1.976,1.531,2.936,6.289,14.667,3.4e38
1486,483,730,36.875,18.630,0,2.339,1.421,2.549,5.082,11.010,3.4e38
1487,483,731,36.762,18.605,0,2.199,1.451,2.640,5.338,11.729,3.4e38
1488,483,732,37.068,18.784,0,2.507,1.542,2.983,6.462,15.282,3.4e38
1489,483,733,36.709,18.729,0,2.767,1.484,2.749,5.652,12.602,3.4e38
1490,483,734,36.889,18.467,0,2.572,1.508,2.846,5.972,13.611,3.4e38
1491,483,735,36.922,18.740,0,2.457,1.497,2.827,5.976,13.799,3.4e38
1492,483,736,36.835,18.781,0,2.390,1.465,2.717,5.642,12.797,3.4e38
1493,483,737,36.957,18.597,0,2.353,1.524,2.937,6.352,15.047,3.4e38
1494,483,738,36.503,18.862,0,1.132,1.585,3.160,7.067,17.259,3.4e38
1495,483,739,37.057,18.752,0,2.620,1.481,2.760,5.745,13.030,3.4e38
1496,483,740,36.944,18.476,0,1.921,1.536,2.979,6.474,15.353,3.4e38
1497,483,741,36.829,18.478,0,1.859,1.434,2.601,5.254,11.544,3.4e38
1498,483,742,36.706,18.621,0,1.637,1.469,2.688,5.455,12.008,3.4e38
1499,483,744,36.882,18.490,0,2.051,1.400,2.493,4.957,10.766,3.4e38
1500,483,745,36.983,18.600,0,1.579,1.480,2.801,5.990,14.108,3.4e38
1501,483,746,36.761,18.731,0,1.594,1.405,2.486,4.881,10.397,3.4e38
1502,483,747,36.756,18.403,0,2.284,1.491,2.777,5.751,12.935,3.4e38
1503,483,748,36.720,18.884,0,2.418,1.541,3.024,6.728,16.556,3.4e38
1504,483,749,36.925,18.358,0,2.266,1.517,2.910,6.292,14.999,3.4e38
1505,483,750,36.881,18.564,0,2.348,1.432,2.571,5.124,11.091,3.4e38
1506,483,751,36.987,18.529,0,2.311,1.468,2.717,5.607,12.598,3.4e38
1507,483,752,37.119,18.692,0,2.001,1.576,3.124,6.969,17.066,3.4e38
1508,483,753,36.816,18.674,0,2.069,1.432,2.589,5.211,11.413,3.4e38
1509,483,754,36.856,18.762,0,2.045,1.437,2.588,5.169,11.203,3.4e38
1510,483,755,36.947,18.654,0,2.038,1.401,2.506,5.021,11.007,3.4e38
1511,483,756,36.854,18.742,0,2.232,1.509,2.858,6.044,13.915,3.4e38
1512,483,757,36.856,18.519,0,2.078,1.413,2.519,4.996,10.795,3.4e38
1513,483,758,37.121,18.448,0,1.542,1.454,2.635,5.269,11.369,3.4e38
1514,483,759,36.914,18.441,0,1.888,1.479,2.771,5.801,13.249,3.4e38
1515,483,761,36.827,18.645,0,2.293,1.514,2.879,6.105,14.079,3.4e38
1516,483,763,36.747,18.644,0,2.540,1.390,2.411,4.601,9.458,3.4e38
1517,483,764,36.875,18.641,0,2.180,1.477,2.746,5.690,12.832,3.4e38
1518,483,765,36.897,18.619,0,2.096,1.443,2.625,5.324,11.771,3.4e38
1519,483,766,36.931,18.551,0,2.465,1.463,2.686,5.490,12.198,3.4e38
1520,484,768,28.831,53.913,0,0.653,1.589,3.227,7.494,19.325,3.4e38
1521,484,770,30.621,57.277,0,0.412,1.585,3.263,7.726,20.370,19.640
1522,484,771,33.423,57.444,0,0.553,1.445,2.584,5.094,10.850,3.4e38
1523,485,770,21.001,78.750,0,0.219,1.428,2.857,6.816,18.540,15.160
1524,485,772,25.028,89.219,0,0.153,1.074,1.747,3.346,7.470,12.060
1525,486,773,52.516,12.550,0,0.262,1.692,3.992,11.090,34.055,29.507
1526,486,774,48.899,15.892,0,0.210,1.792,4.609,13.828,45.253,25.256
1527,487,773,87.276,60.034,0,0.287,1.644,3.847,10.731,33.550,29.352
1528,487,775,93.107,57.531,0,0.142,1.195,2.142,4.617,11.612,3.888
1529,488,774,39.587,24.318,0,0.327,2.020,5.051,14.140,42.677,24.715
1530,488,775,38.578,30.841,0,0.282,1.434,2.729,6.116,15.749,23.870
1531,488,777,25.527,19.962,0,0.318,1.695,3.813,9.949,28.817,6.592
1532,489,774,92.022,36.026,0,0.133,1.907,4.945,14.850,48.561,26.397
1533,489,775,92.390,38.203,0,0.196,1.475,2.858,6.617,17.660,25.056
1534,490,774,64.526,54.829,0,0.272,1.787,4.331,12.210,37.955,13.998
1535,490,776,59.403,40.521,0,0.266,1.409,2.498,4.971,10.905,14.666
1536,491,778,33.143,49.438,0,0.224,1.597,3.583,9.645,29.478,15.566
1537,491,780,42.508,60.884,0,0.310,1.662,3.652,9.320,26.505,38.184
1538,492,778,57.100,71.361,0,0.251,1.521,3.402,9.300,29.014,19.853
1539,492,780,64.946,60.617,0,0.245,1.634,3.623,9.397,27.203,40.111
1540,493,781,63.960,30.052,0,0.290,1.721,4.006,10.881,32.824,17.253
1541,493,783,63.437,37.704,0,0.264,1.224,1.976,3.662,7.822,6.029
1542,493,785,80.834,38.250,0,0.371,1.649,3.438,8.123,21.106,12.217
1543,494,782,28.900,2.199,0,0.283,1.815,4.066,10.335,28.986,19.102
1544,494,784,11.486,4.008,0,0.192,1.408,2.765,6.402,16.708,28.498
1545,495,783,69.630,89.127,0,0.096,1.307,2.384,5.023,11.796,6.906
1546,495,784,61.226,88.577,0,0.113,1.324,2.629,6.700,20.372,25.822
1547,495,786,68.447,81.565,0,0.255,1.654,3.838,10.502,32.132,9.660
1548,496,784,0.632,11.214,0,0.092,1.031,2.205,6.341,21.460,9.829
1549,496,785,1.808,7.387,0,0.221,1.506,3.252,8.743,27.216,12.005
1550,497,786,38.912,56.670,0,0.569,1.706,3.868,10.254,30.418,9.660
1551,497,787,39.199,56.541,0,0.586,1.710,3.802,9.758,27.851,13.827
1552,498,787,48.434,52.508,0,0.557,1.684,3.637,9.020,24.873,13.827
1553,498,788,48.440,51.567,0,0.776,1.501,2.875,6.276,15.323,3.4e38
1554,498,789,47.912,51.521,0,0.621,1.425,2.595,5.337,12.157,3.4e38
1555,498,791,50.140,52.907,0,1.172,1.566,3.127,7.088,17.798,3.4e38
1556,498,792,52.728,50.653,0,1.738,1.403,2.489,4.912,10.567,3.4e38
1557,498,793,53.572,50.156,0,0.723,1.476,2.807,6.094,14.748,3.4e38
1558,498,794,52.995,48.327,0,0.765,1.659,3.603,9.103,25.833,3.4e38
1559,498,795,53.729,50.010,0,1.727,1.491,2.835,6.087,14.393,3.4e38
1560,498,796,51.540,48.744,0,1.274,1.395,2.472,4.906,10.724,3.4e38
1561,498,797,46.774,51.345,0,1.876,1.520,2.903,6.187,14.342,3.4e38
1562,498,798,48.282,52.167,0,0.824,1.334,2.273,4.329,9.051,3.4e38
1563,498,799,45.366,50.923,0,2.099,1.501,2.852,6.088,14.254,3.4e38
1564,498,800,44.191,50.732,0,1.402,1.745,3.783,9.169,24.130,3.4e38
1565,498,801,42.835,51.506,0,1.236,1.545,2.975,6.397,15.020,3.4e38
1566,498,802,40.221,51.412,0,2.006,1.715,3.673,8.846,23.300,3.4e38
1567,498,803,39.580,52.147,0,2.151,1.436,2.623,5.372,12.060,3.4e38
1568,498,804,40.054,54.635,0,1.008,1.486,2.773,5.777,13.112,3.4e38
1569,498,805,40.499,58.400,0,0.665,1.526,2.965,6.533,15.919,3.4e38
1570,498,806,40.825,54.397,0,1.702,1.398,2.464,4.823,10.279,3.4e38
1571,498,807,38.774,52.124,0,0.759,1.529,2.997,6.690,16.578,3.4e38
1572,498,808,38.582,52.446,0,0.382,1.411,2.717,6.270,16.887,23.894
1573,499,809,91.736,60.445,0,0.247,1.551,3.265,8.203,23.599,5.345
1574,499,811,93.346,79.311,0,0.082,1.029,2.376,7.614,28.352,27.440
1575,500,809,62.715,60.387,0,0.337,1.783,4.166,11.224,33.315,14.543
1576,500,810,64.683,62.862,0,0.231,1.464,2.820,6.225,15.292,6.113
1577,501,809,27.408,68.276,0,0.281,1.412,2.751,6.537,18.398,4.219
1578,501,811,31.115,61.745,0,0.163,1.149,1.869,3.790,9.708,21.327
1579,501,813,31.179,52.896,0,0.491,1.467,2.829,6.336,16.088,8.401
1580,501,815,33.903,52.110,0,1.047,1.528,2.948,6.415,15.376,3.4e38
1581,501,817,33.863,49.756,0,0.870,1.503,2.890,6.276,14.982,3.4e38
1582,502,811,4.493,88.452,0,0.148,1.170,2.022,4.407,11.749,28.765
1583,502,813,3.238,88.316,0,0.163,1.414,2.688,6.150,16.277,8.401
1584,503,818,20.177,88.384,0,0.179,1.417,3.007,8.173,26.139,34.152
1585,503,820,32.383,74.902,0,0.199,1.401,2.835,7.014,20.055,16.495
1586,504,819,62.254,53.315,0,0.251,1.511,3.048,7.137,18.694,9.324
1587,504,820,66.601,56.290,0,0.326,1.498,2.946,6.777,17.758,19.289
1588,504,822,70.132,47.290,0,0.217,1.382,2.618,5.964,15.865,15.801
1589,504,824,68.990,33.676,0,0.258,1.429,2.897,7.079,19.870,35.194
1590,505,822,5.038,52.981,0,0.247,1.378,2.596,5.793,14.914,15.801
1591,505,824,1.005,45.220,0,0.083,1.063,2.509,7.606,25.704,23.514
1592,505,826,15.036,40.694,0,0.388,1.798,4.013,10.127,28.087,10.850
1593,505,828,16.920,31.484,0,0.129,1.342,3.017,8.626,28.069,14.344
1594,505,830,30.537,38.591,0,0.340,1.679,3.725,9.591,27.457,6.046
1595,506,823,29.127,47.962,0,0.989,1.732,3.773,9.278,24.994,3.4e38
1596,506,825,30.724,49.735,0,0.287,1.810,4.340,11.995,36.410,28.173
1597,506,826,29.439,47.957,0,0.476,2.011,4.928,13.497,39.976,9.945
1598,507,825,77.557,54.823,0,0.270,1.344,2.417,5.027,11.763,5.178
1599,507,826,76.299,57.639,0,0.240,1.634,3.599,9.230,26.399,20.088
1600,507,828,67.091,59.520,0,0.241,1.814,4.458,12.711,39.770,34.623
1601,507,830,61.920,46.531,0,0.205,1.490,3.142,7.941,22.795,32.422
1602,508,826,50.643,63.317,0,0.316,1.901,4.658,13.059,40.158,11.717
1603,508,828,53.878,66.110,0,0.313,1.687,3.720,9.431,26.396,24.496
1604,508,829,48.042,67.889,0,0.335,1.546,3.239,8.062,22.913,27.552
1605,509,828,73.916,7.711,0,0.290,1.824,4.385,12.116,36.805,37.334
1606,509,830,62.524,3.024,0,0.209,1.550,3.123,7.201,18.415,32.574
1607,510,828,6.462,22.950,0,0.234,1.599,3.850,11.395,38.002,27.598
1608,510,830,0.791,9.279,0,0.108,0.868,1.547,3.705,10.866,12.049
1609,511,832,24.621,1.677,0,0.136,1.624,3.530,9.167,26.898,12.803
1610,511,834,9.983,12.246,0,0.276,1.947,5.027,14.749,46.705,13.803
1611,511,835,16.328,13.522,0,0.354,1.667,3.709,9.668,28.257,20.720
1612,512,833,74.775,1.328,0,0.226,1.355,2.585,6.009,16.361,18.316
1613,512,835,56.508,7.809,0,0.227,1.714,4.195,12.125,38.587,13.292
1614,513,834,73.649,87.357,0,0.247,2.008,4.861,13.067,38.013,13.803
1615,513,836,79.295,80.850,0,0.278,1.516,3.151,7.830,22.263,18.183
1616,514,836,70.050,27.970,0,0.393,1.545,3.241,8.019,22.415,16.272
1617,514,837,69.795,27.576,0,0.687,1.400,2.519,5.140,11.689,3.4e38
1618,514,839,68.182,23.114,0,0.398,1.812,4.328,11.922,36.221,15.532
1619,515,840,71.239,1.554,0,0.128,1.463,3.072,7.952,23.605,34.534
1620,515,842,66.570,20.379,0,0.277,1.753,4.074,10.848,31.580,4.252
1621,515,844,55.914,19.642,0,0.735,1.736,3.962,10.446,30.523,3.4e38
1622,515,846,55.765,19.474,0,0.856,1.549,3.061,6.904,17.327,3.4e38
1623,516,840,50.733,58.318,0,0.284,1.642,3.544,8.830,24.433,45.736
1624,516,842,36.690,53.165,0,0.237,1.465,2.880,6.684,17.776,24.909
1625,517,840,67.178,74.476,0,0.144,1.431,3.303,9.584,31.713,44.530
1626,517,841,66.465,79.783,0,0.264,1.550,3.136,7.302,18.950,46.529
1627,518,840,71.901,83.627,0,0.218,1.345,2.492,5.547,14.322,16.971
1628,518,841,65.186,86.356,0,0.229,1.465,2.897,6.839,18.690,44.152
1629,519,840,65.266,85.201,0,0.261,1.589,3.693,10.526,34.222,36.440
1630,519,841,59.211,87.245,0,0.307,1.687,3.749,9.716,28.256,28.000
1631,520,841,88.994,13.201,0,0.195,1.557,3.537,9.727,30.148,32.301
1632,520,842,91.928,5.124,0,0.163,1.483,3.103,7.743,21.769,36.988
1633,521,847,74.361,43.601,0,0.386,1.816,4.161,10.797,30.653,15.007
1634,521,848,69.691,44.221,0,0.317,1.558,3.104,7.081,17.990,34.063
1635,522,848,28.082,38.040,0,0.246,1.532,3.152,7.555,20.296,34.027
1636,522,850,43.752,36.540,0,0.230,1.463,2.986,7.310,20.416,31.502
1637,522,851,48.858,32.670,0,0.351,1.700,3.564,8.277,20.713,18.040
1638,522,853,50.496,18.954,0,0.200,1.280,2.298,5.003,12.918,23.722
1639,522,855,52.021,19.731,0,0.426,1.598,3.321,7.981,21.555,17.914
1640,522,857,52.035,1.780,0,0.115,1.761,4.337,12.599,40.123,3.228
1641,522,859,63.600,2.593,0,0.300,1.379,2.458,4.998,11.417,17.462
1642,523,849,40.099,51.953,0,0.266,1.293,2.229,4.444,10.083,19.314
1643,523,851,34.589,47.234,0,0.289,1.539,3.061,7.056,18.376,16.157
1644,523,852,26.269,47.798,0,0.226,1.668,3.866,10.551,32.170,46.171
1645,524,849,39.155,70.608,0,0.226,1.274,2.271,4.914,12.603,18.736
1646,524,851,48.401,54.028,0,0.202,1.421,2.774,6.438,17.097,13.224
1647,525,850,1.977,27.636,0,0.228,1.522,3.005,6.761,16.838,31.595
1648,525,852,1.301,20.770,0,0.214,1.286,2.123,3.983,8.389,6.378
1649,525,853,1.731,19.975,0,0.155,1.666,3.777,10.550,34.051,32.682
1650,526,852,5.920,46.687,0,0.344,1.746,3.850,9.641,26.481,45.234
1651,526,853,1.382,50.155,0,0.141,1.239,2.180,4.819,12.862,20.184
1652,526,855,4.968,62.915,0,0.275,1.589,3.500,9.279,28.114,24.657
1653,527,852,70.072,56.096,0,0.207,1.597,3.774,10.800,34.627,46.858
1654,527,853,77.388,54.429,0,0.239,1.633,3.737,10.173,31.081,33.427
1655,528,852,2.389,62.790,0,0.279,1.675,3.771,9.942,29.318,47.762
1656,528,854,8.926,81.031,0,0.182,1.354,2.727,6.939,21.107,38.553
1657,529,854,18.203,20.779,0,0.259,1.580,3.194,7.427,19.327,39.290
1658,529,856,27.543,14.687,0,0.225,1.343,2.553,5.865,15.615,11.514
1659,530,854,57.204,83.462,0,0.272,1.417,2.587,5.373,12.421,33.745
1660,530,856,54.621,88.355,0,0.213,1.442,3.030,7.860,23.531,33.644
1661,531,855,57.474,42.689,0,0.177,1.509,3.694,11.473,40.398,18.369
1662,531,856,60.583,33.538,0,0.290,1.521,3.050,7.070,18.330,33.202
1663,531,858,59.365,34.731,0,0.253,1.358,2.504,5.529,14.309,7.339
1664,532,856,92.381,57.380,0,0.216,1.557,3.226,7.793,21.033,28.036
1665,532,858,74.020,50.697,0,0.289,1.714,3.925,10.389,30.318,14.594
1666,533,857,91.751,10.399,0,0.200,1.596,3.270,7.579,19.411,15.530
1667,533,859,78.078,0.865,0,0.113,1.214,3.098,10.268,38.085,12.199
1668,534,857,81.539,30.673,0,0.338,1.530,3.021,6.833,17.278,14.807
1669,534,859,75.520,31.822,0,0.345,1.297,2.377,5.432,15.082,16.654
1670,534,861,81.863,34.381,0,0.202,1.428,2.724,6.040,15.042,16.702
1671,534,863,70.942,34.256,0,0.487,1.809,4.199,11.056,31.782,16.765
1672,535,858,90.207,79.272,0,0.177,1.372,2.920,7.789,24.195,6.785
1673,535,859,85.763,86.022,0,0.308,1.596,3.350,8.060,21.452,10.018
1674,536,861,48.335,71.710,0,0.271,1.565,3.242,7.895,21.899,5.445
1675,536,863,39.541,70.688,0,0.196,1.577,3.511,9.435,28.896,17.225
1676,537,862,47.747,88.932,0,0.122,1.161,2.162,5.004,13.574,15.644
1677,537,863,45.627,86.434,0,0.307,1.880,4.305,10.979,30.297,15.413
1678,538,864,38.482,48.322,0,0.176,1.223,2.299,5.601,16.565,13.881
1679,538,866,23.853,54.723,0,0.362,1.659,3.528,8.544,22.783,8.252
1680,538,867,19.744,50.447,0,0.201,1.266,2.102,3.984,8.495,17.805
1681,539,865,22.731,16.851,0,0.238,1.418,2.632,5.691,14.052,18.995
1682,539,867,13.753,13.311,0,0.313,1.853,4.468,12.405,38.023,14.391
1683,539,869,14.793,28.288,0,0.297,1.942,4.486,11.377,30.880,28.992
1684,540,865,86.558,59.942,0,0.210,1.580,3.606,9.954,31.211,14.216
1685,540,867,71.770,49.416,0,0.303,1.864,4.327,11.314,32.250,14.396
1686,540,869,54.388,45.922,0,0.236,1.706,4.006,11.010,33.546,44.171
1687,541,866,66.214,35.486,0,0.365,1.715,4.108,11.684,37.167,3.025
1688,541,868,56.410,20.836,0,0.190,1.437,2.996,7.546,21.701,35.924
1689,541,870,59.071,33.921,0,0.354,1.518,3.142,7.732,21.663,9.913
1690,542,866,15.444,84.849,0,0.289,1.500,3.057,7.452,20.999,11.793
1691,542,867,19.151,88.300,0,0.153,1.403,2.870,7.303,21.490,28.358
1692,542,869,2.408,87.953,0,0.176,1.558,3.381,8.737,25.298,14.855
1693,543,866,90.600,89.096,0,0.091,0.962,2.003,5.402,16.716,9.301
1694,543,867,85.994,88.986,0,0.109,1.096,2.242,5.896,18.036,22.149
1695,543,869,92.286,71.444,0,0.156,1.836,4.239,11.063,31.381,38.618
1696,543,871,76.782,75.997,0,0.198,1.340,2.643,6.406,18.012,15.868
1697,544,867,28.647,69.113,0,0.286,1.527,3.049,6.989,17.801,21.150
1698,544,868,32.781,67.453,0,0.151,1.206,2.223,5.162,14.311,9.504
1699,545,867,25.412,84.591,0,0.235,1.416,2.682,5.934,14.884,29.462
1700,545,869,11.664,76.492,0,0.235,1.625,3.680,9.995,30.774,32.551
1701,545,871,21.761,87.586,0,0.283,1.806,4.322,11.977,36.659,23.472
1702,546,868,47.406,88.576,0,0.136,1.415,2.813,7.040,20.736,36.872
1703,546,870,43.904,83.586,0,0.284,1.485,2.842,6.158,14.677,9.892
1704,546,871,40.290,84.938,0,0.296,1.851,4.469,12.372,37.581,19.456
1705,547,869,59.856,64.733,0,0.344,2.005,4.855,13.123,38.457,10.792
1706,547,871,64.602,67.640,0,0.185,1.421,2.664,5.843,14.685,15.868
1707,548,872,92.910,4.110,0,0.096,1.134,2.409,6.521,20.280,12.137
1708,548,873,89.482,3.775,0,0.291,1.369,2.459,5.072,11.755,18.672
1709,549,872,40.307,63.100,0,0.213,1.280,2.185,4.264,9.324,13.252
1710,549,874,52.698,63.151,0,0.205,1.232,2.002,3.677,7.552,3.846
1711,549,876,58.551,66.616,0,0.271,1.394,2.629,5.850,14.908,8.336
1712,550,873,9.074,16.665,0,0.264,1.493,3.036,7.368,20.630,5.368
